issue_id,district,sector,cell,leaders,date_reported,date_resolved,assigned_department,assigned_level,Description,status,escalated,is_overdue,feedback_rating,feedback_comment,,,,latitude,longitude,priority
ISS-1470,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,04/02/2025,02/03/2025,Social services,Cell,Public transport shortage during rush hours behind the local office since last week.,Resolved,No,No,3,"Poor handling, not happy.",,,,-1.993611,30.044167,Low
ISS-1471,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,23/05/2025,,Health and Services ,District,Unfinished construction causing hazards near the river since last week.,Open,No,No,,,,,,-1.93429,30.1179,Urgent
ISS-1472,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,23/02/2025,24/03/2025,Health and Services ,Sector,Damaged bridge making crossing difficult near the river since yesterday.,Resolved,No,No,3,Took longer than expected.,,,,-1.93429,30.1179,Low
ISS-1473,Kicukiro,Kigarama,Kigarama I,Mugisha Emmanuel,02/08/2025,06/08/2025,Education,District,Noise pollution from nearby bars at the football field since yesterday.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.9875,30.0646,High
ISS-1474,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,16/03/2025,25/03/2025,Social services,Cell,Health post has no medicines next to the bus stop since last week.,Resolved,No,No,3,Took longer than expected.,,,,-1.993611,30.044167,Medium
ISS-1475,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,17/06/2025,27/06/2025,Education,District,Garbage collection delay next to the bus stop for several weeks.,Resolved,No,No,5,Service was quick and effective.,,,,-1.967222,30.055556,Urgent
ISS-1476,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,18/06/2025,07/07/2025,Water & sanitation,District,Broken streetlight in the residential area for several weeks.,Resolved,No,No,2,Good communication throughout.,,,,-1.93429,30.1179,Low
ISS-1477,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,22/03/2025,30/03/2025,Education,Cell,Poor internet connectivity in public offices at the main road for almost a year.,Resolved,No,No,5,"Poor handling, not happy.",,,,-1.967222,30.055556,Medium
ISS-1478,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,07/07/2025,23/07/2025,Education,District,Poor internet connectivity in public offices behind the local office since this morning.,Resolved,No,No,4,The issue is still not fully fixed.,,,,-1.967222,30.055556,Urgent
ISS-1479,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,15/06/2025,12/07/2025,Health and Services ,Cell,Public transport shortage during rush hours by the primary school for 1 week.,Resolved,No,No,3,Took longer than expected.,,,,-1.969161,30.080966,Medium
ISS-1480,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,06/08/2025,07/08/2025,Health and Services ,Cell,Flooding in homes after rain in the village center for over a month.,Resolved,No,No,5,Good communication throughout.,,,,-1.993611,30.044167,Medium
ISS-1481,Gasabo,Remera,Rukiri II,Shema Emmy,01/05/2025,06/05/2025,Social services,District,Blocked drainage causing floods at the football field for 1 week.,Resolved,No,No,5,The issue is still not fully fixed.,,,,-1.9527,30.116,Medium
ISS-1482,Gasabo,Kimironko,Bibare,Muhire Umutoni,24/01/2025,10/02/2025,Social services,District,Unsafe pedestrian crossing without signs by the primary school for almost a year.,Resolved,No,No,1,"Poor handling, not happy.",,,,-1.93429,30.1179,Medium
ISS-1483,Gasabo,Remera,Rukiri II,Shema Emmy,15/02/2025,06/03/2025,public Safety,Cell,Illegal dumping of waste near the health post since last week.,Resolved,No,No,2,"Poor handling, not happy.",,,,-1.9527,30.116,Medium
ISS-1484,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,01/03/2025,,Education,Sector,Flooding in homes after rain near the health post since the rainy season began.,In Progress,No,No,,,,,,-1.967222,30.055556,Medium
ISS-1485,Gasabo,Remera,Rukiri II,Shema Emmy,10/04/2025,25/04/2025,Social services,Sector,Blocked drainage causing floods in the village center since yesterday.,Resolved,No,No,1,Service was quick and effective.,,,,-1.9527,30.116,Urgent
ISS-1486,Nyarugenge,Kigali,Kiyovu,Iradukunda David,09/03/2025,28/03/2025,Water & sanitation,District,Overgrown bushes blocking footpaths behind the local office since yesterday.,Resolved,No,No,2,The issue is still not fully fixed.,,,,-1.967222,30.055556,Low
ISS-1487,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,06/03/2025,05/04/2025,Health and Services ,District,Broken streetlight by the primary school since yesterday.,Resolved,No,No,2,Good communication throughout.,,,,-1.967222,30.055556,Low
ISS-1488,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,02/01/2025,07/01/2025,public Safety,District,Poor internet connectivity in public offices near the river for 1 week.,Resolved,No,No,5,Took longer than expected.,,,,-1.969161,30.080966,Urgent
ISS-1489,Gasabo,Remera,Rukiri II,Shema Emmy,17/02/2025,,Education,Cell,Blocked drainage causing floods in the village center for almost a year.,Escalated,Yes,No,,,,,,-1.9527,30.116,High
ISS-1490,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,04/07/2025,,public Safety,Sector,Flooding in homes after rain behind the local office for over a month.,Escalated,Yes,No,,,,,,-1.993611,30.044167,Medium
ISS-1491,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,02/08/2025,10/08/2025,Education,District,Damaged bridge making crossing difficult near the health post for 2 months now.,Resolved,No,No,3,Took longer than expected.,,,,-1.9732,30.081,Medium
ISS-1492,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,07/02/2025,,Health and Services ,District,Poor internet connectivity in public offices near the market for over a month.,In Progress,No,No,,,,,,-1.993611,30.044167,Low
ISS-1493,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,06/07/2025,16/07/2025,Health and Services ,District,Illegal dumping of waste at the football field for 3 days.,Resolved,No,No,3,Took longer than expected.,,,,-1.93429,30.1179,Low
ISS-1494,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,03/06/2025,,Education,Sector,Public toilet not functioning near the river for 1 week.,Escalated,Yes,Yes,,,,,,-1.969161,30.080966,Medium
ISS-1495,Gasabo,Kimironko,Bibare,Muhire Umutoni,01/06/2025,,public Safety,District,Unfinished construction causing hazards behind the local office for almost a year.,In Progress,No,No,,,,,,-1.93429,30.1179,Low
ISS-1496,Kicukiro,Kigarama,Kigarama I,Mugisha Emmanuel,09/08/2025,31/08/2025,Education,District,Lack of waste bins in public areas near the river since the rainy season began.,Resolved,No,No,4,Took longer than expected.,,,,-1.9875,30.0646,Medium
ISS-1497,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,10/01/2025,28/01/2025,Social services,District,School lacks enough desks in the village center since yesterday.,Resolved,No,No,1,Service was quick and effective.,,,,-1.993611,30.044167,Low
ISS-1498,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,16/06/2025,30/06/2025,Health and Services ,District,Electricity blackout in the neighborhood near the river since this morning.,Resolved,No,No,4,Service was quick and effective.,,,,-1.9875,30.0646,Urgent
ISS-1499,Nyarugenge,Kigali,Kiyovu,Iradukunda David,31/05/2025,30/06/2025,public Safety,Sector,Lack of waste bins in public areas in the residential area since last week.,Resolved,No,No,1,The issue is still not fully fixed.,,,,-1.967222,30.055556,Urgent
